n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,17854
4,9840,16000,10320
8,8064,6832,7952
16,4160,5800,4520
32,3192,4928,2884
64,2280,2480,2220
128,1540,1736,1414
256,1020,1090,1030
512,707,735,707
1024,505,505,530
