n,1 feature(s),2 feature(s),3 feature(s)
2,0.18873065272334583,0.14961597175956023,0.18234212655588927
4,0.18545004789052735,0.13931926988120763,0.1568355475904074
8,0.17780947626948324,0.11961035043555324,0.13031806759028908
16,0.16997694756117027,0.1018229187078666,0.10253223332304809
32,0.1647180123040736,0.0915285032009757,0.08461097178164206
64,0.16159259168811138,0.0853413040783012,0.07507682843063966
128,0.16015309905326375,0.08230571695728817,0.06980982117061041
256,0.15938943072063108,0.08050528234249497,0.06722155719442069
512,0.15902019499002285,0.07962279696976074,0.06570921739722431
1024,0.15880858692589542,0.07914406312225979,0.06502709577027807
