n,1 feature(s),2 feature(s),3 feature(s)
2,16498,12656,17176
4,9600,8480,13840
8,5656,11200,5824
16,4280,4880,4320
32,3388,5320,2912
64,2040,2100,3220
128,1442,1596,1442
256,1040,1040,1130
512,707,742,707
1024,505,505,520
