n,time (min)
0,2.460126360257467
1,1.732244046529134
2,1.3204770843187967
3,0.887954564889272
4,0.7612145781517029
5,0.5834962447484335
6,0.5073912898699442
7,0.6453589558601379
8,1.111999519666036
9,2.5050546010335286
