n,time (min)
0,0.05134729199939304
1,0.0398984784550137
2,0.026542449792226155
3,0.019685975975460478
4,0.01397550450430976
5,0.011880542834599812
6,0.009639579123920864
7,0.012171174817615085
8,0.019612232512897915
9,0.04278259151511722
