n,1 feature(s),2 feature(s)
2,0.25634033203125,0.34018798828125
4,0.19528111049107144,0.2583217075892857
8,0.17945068359375,0.20640380859375
16,0.16934988839285714,0.17320033482142858
32,0.16404296875,0.158154296875
