n,1 feature(s),2 feature(s),3 feature(s)
2,11413,22600,12543
4,8400,11680,8480
8,6608,5656,7560
16,4880,4560,8000
32,2968,2968,2912
64,2080,3140,2200
128,1442,1512,1540
256,1020,1070,1090
512,742,728,749
1024,510,515,520
