n,time (min)
0,0.046423149704933164
1,0.03854288114441766
2,0.02421986738840739
3,0.017089610232247247
4,0.012863177988264295
5,0.010205775764253404
6,0.008974639905823601
7,0.010834836628701952
8,0.016443125274446274
9,0.03617501265472836
