n,1 feature(s),2 feature(s),3 feature(s)
2,2.2123893805309735e-05,0.0,0.0
4,0.117453125,0.0294375,0.012265625
8,0.13936383928571427,0.04625,0.028359375
16,0.1484921875,0.0579765625,0.0439453125
32,0.15275669642857143,0.06566964285714286,0.05450892857142857
64,0.155640625,0.0721875,0.06275
128,0.15725167410714286,0.07491908482142857,0.06675502232142858
256,0.157625,0.076525390625,0.069212890625
512,0.15832589285714285,0.07770089285714285,0.07078543526785715
1024,0.1584384765625,0.0783193359375,0.0716044921875
