n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,22600
4,9840,16000,15280
8,8064,6832,9128
16,4160,5800,4720
32,3192,4928,2884
64,2280,2480,2200
128,1540,1736,1442
256,1020,1090,1140
512,707,735,714
1024,505,505,505
