n,time (min)
0,0.049927535321977405
1,0.03624461028310988
2,0.02587350010871887
3,0.01851253032684326
4,0.013196394907103644
5,0.010905124213960435
6,0.010130277276039124
7,0.012413533594873216
8,0.020503153403600056
9,0.04587903201580048
