n,time (min)
0,0.04826205631097158
1,0.0369847258594301
2,0.02413576132721371
3,0.016678715149561565
4,0.012835586865743001
5,0.00992276582452986
6,0.0072725029786427815
7,0.008359002338515388
8,0.014196301764912076
9,0.0296803136004342
