n,1 feature(s),2 feature(s),3 feature(s)
2,19097,17628,16950
4,15280,12560,9600
8,8400,11200,7000
16,5960,5120,4440
32,3444,3024,2968
64,2380,2260,2140
128,1456,1708,1414
256,1030,1080,1020
512,707,707,721
1024,505,520,505
