n,1 feature(s),2 feature(s),3 feature(s)
2,0.18833580379211723,0.14395166527465325,0.15485203462262936
4,0.18512953844006907,0.13014878035607064,0.1434163777950082
8,0.17803631566298647,0.10937546180310942,0.11866700234841673
16,0.16969638681955476,0.09108191727588047,0.09200165611366815
32,0.16423337569170493,0.08064607051408972,0.07359410841759682
64,0.16167873629359306,0.07489242077124601,0.06169864429343614
128,0.1601684588295194,0.07156174472477213,0.054768878171395724
256,0.15941548410224174,0.06976253042787384,0.051122074878841996
512,0.1590099482832342,0.06892728444328117,0.04937289706140229
1024,0.15882799993780047,0.06848484657615929,0.048538088371444306
