n,1 feature(s),2 feature(s),3 feature(s)
2,11978,13334,22600
4,10960,9360,10480
8,10752,7336,11200
16,5160,5200,4080
32,2856,4816,5600
64,2220,2140,2260
128,1442,1680,1736
256,1040,1080,1270
512,714,728,721
1024,505,510,505
