n,1 feature(s),2 feature(s),3 feature(s)
2,0.18873065272334583,0.14961597175956023,0.295329708846417
4,0.18545004789052735,0.13931926988120763,0.233481593464878
8,0.17780947626948324,0.11961035043555324,0.16744269900630449
16,0.16997694756117027,0.1018229187078666,0.12294723191193022
32,0.1647180123040736,0.0915285032009757,0.10018514046624016
64,0.16159259168811138,0.0853413040783012,0.08926183083163193
128,0.16015309905326375,0.08230571695728817,0.08386028047383604
256,0.15938943072063108,0.08050528234249497,0.08094137508087339
512,0.15902019499002285,0.07962279696976074,0.07949950702764906
1024,0.15880858692589542,0.07914406312225979,0.07876248676568305
