n,time (min)
0,0.03519231524732378
1,0.026604136228561403
2,0.017100421322716608
3,0.012363830208778381
4,0.008969488806194728
5,0.007255303528573778
6,0.006451717019081116
7,0.007706384791268243
8,0.01295117629898919
9,0.029183811412917243
