n,time (min)
0,0.04156564646297031
1,0.03721414162053002
2,0.0252903194559945
3,0.017320820291837055
4,0.013323271407021416
5,0.009918819069862366
6,0.00852605766720242
7,0.009937017030186124
8,0.01603573891851637
9,0.03374295539326138
