n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.1178125,0.02453125,0.013203125
8,0.13931919642857143,0.039654017857142856,0.026261160714285713
16,0.14965625,0.049890625,0.0394296875
32,0.1533482142857143,0.05641183035714286,0.04989955357142857
64,0.15584375,0.0622421875,0.0576015625
128,0.15706752232142857,0.0647265625,0.06212332589285714
256,0.1574238379396985,0.065822265625,0.0642421875
512,0.158115234375,0.06685546875,0.06571568080357143
1024,0.1584736328125,0.0674228515625,0.0664228515625
