n,1 feature(s),2 feature(s),3 feature(s)
2,0.25261656856983666,0.17311816400449903,0.18700706271009124
4,0.20649200439453125,0.14631528501157406,0.08178057502297795
8,0.18076699877542163,0.1209881820020374,0.039107905332803
16,0.17003626448384832,0.10268511476769912,0.022398337339743588
32,0.16456740497746997,0.09183187418050699,0.013907211663488211
64,0.1617431640625,0.0856505347079918,0.01007568359375
128,0.16033177967652223,0.08235472967216467,0.00794185051144244
256,0.1594576531948324,0.0802395402892562,0.006773963341346154
512,0.15893726214871196,0.07946563185307018,0.006169782366071429
1024,0.158623046875,0.07903887774493243,0.005739480198019802
