n,1 feature(s),2 feature(s),3 feature(s)
2,13899,21470,14351
4,10640,12160,10640
8,6720,6608,7000
16,5320,7400,4680
32,2912,2828,3024
64,2260,2100,2480
128,1428,1512,1974
256,1050,1270,1100
512,707,707,707
1024,505,505,525
