n,1 feature(s),2 feature(s),3 feature(s)
2,0.2522947930008927,0.1335686139120528,0.22231330804065266
4,0.20551751708984375,0.0958758855270127,0.14248452758789062
8,0.18049630301339287,0.07001278397237984,0.09332650320870536
16,0.16967505252722537,0.05329486083984375,0.0629944848232582
32,0.1645979301008598,0.04463049773535021,0.04684703808112685
64,0.16181532598174778,0.03961228590745192,0.03831333128873967
128,0.16035339142802701,0.03685275536533421,0.03385939825148809
256,0.15942935035342262,0.03556049053485577,0.03162434895833333
512,0.1591479293699187,0.0347796807867884,0.03043024092384888
1024,0.15895157999067164,0.03447871245155039,0.02982647235576923
