n,time (min)
0,0.050626088976860044
1,0.03773488998413086
2,0.023581984572940404
3,0.01734594311979082
4,0.013578585783640544
5,0.010166143642531501
6,0.008726876510514153
7,0.009924395945337084
8,0.013779138061735365
9,0.028521494004461502
