n,1 feature(s),2 feature(s)
2,0.19062959412629277,0.14336875682321962
4,0.18694677989614547,0.12694467648346203
8,0.1783895418610654,0.10869189473988086
16,0.17031397908306695,0.08974077690210429
32,0.1643332134314058,0.08236071735860617
