n,1 feature(s),2 feature(s)
2,0.25293331720132745,0.45323098134687384
4,0.2054382991269638,0.32463076782226563
8,0.17997310182443513,0.235198310556114
16,0.16983930694390528,0.19222359942574788
32,0.16446662671638257,0.17247694589863824
64,0.1617548828125,0.16380443730630165
128,0.16025390625,0.15958908534575744
256,0.15971725321261682,0.15737858952702702
512,0.15919176038804944,0.1564683851304945
1024,0.15873565673828124,0.15578869047619048
