n,1 feature(s),2 feature(s)
2,0.2518047292314438,0.23805235399970603
4,0.20554380063657407,0.1955767194801402
8,0.18005270292501033,0.17492745227066214
16,0.16972974694293477,0.16357713051892203
32,0.16466549998905813,0.15674431142565087
64,0.16178158309108528,0.152332763671875
128,0.1597189431662088,0.149356811194407
256,0.15918484540052816,0.14741473858173076
512,0.1586559840611049,0.14660917009626115
1024,0.15837545955882354,0.14608332069174756
