n,1 feature(s),2 feature(s),3 feature(s)
2,0.18878082586040743,0.12997390003984607,0.1885503976789788
4,0.18506597812145908,0.10641003330870957,0.14522549069758592
8,0.1774576642245053,0.08403185199157981,0.10505453938845194
16,0.16942381025386913,0.06630804942566258,0.074948410773685
32,0.16430863873807347,0.05709734572786603,0.05811854210026712
64,0.16171346262188513,0.05166655099535474,0.04869797697460216
128,0.16020172551800166,0.048746488311511925,0.044219157351019875
256,0.15937600948081637,0.0471423648402768,0.0416086649212648
512,0.1589918543862557,0.046374382866851256,0.04038470344118473
1024,0.15883682195184823,0.04594988794187673,0.03966039188883601
