n,1 feature(s),2 feature(s)
2,0.18798438249977664,0.12972135752257483
4,0.18493620682780704,0.10713527673883781
8,0.17735108959898188,0.08443717635183429
16,0.1697079571113786,0.06688139890735381
32,0.16435686843503516,0.056973600435291816
64,0.16164682614303164,0.05163994032820404
128,0.16016142304550535,0.04871811553421573
256,0.15937082700627533,0.04717266727024672
512,0.15901852879540881,0.04631283468409937
1024,0.1588711062264295,0.04594127581301451
