n,1 feature(s),2 feature(s),3 feature(s)
2,0.18864317241298356,0.14368206901856878,0.1936373148071803
4,0.1851415677135551,0.12908472600691184,0.1599825776489781
8,0.1777358370464841,0.10872356650195952,0.12613583906800638
16,0.16958195761129788,0.09070357899548587,0.09652780993196688
32,0.16434177879067516,0.08057027875696304,0.0786048904924224
64,0.16167195483913374,0.07469310681568808,0.0687179132154397
128,0.1601516849822943,0.07153153722266553,0.06368020266133664
256,0.15937684593471063,0.06977761090407435,0.06073265642218715
512,0.15899625637556114,0.06891773345137618,0.05938854899387336
1024,0.15884220779263747,0.06846809089926782,0.058651063069633635
