n,1 feature(s),2 feature(s),3 feature(s)
2,15142,11978,14464
4,14960,11040,10480
8,5824,9352,7672
16,8000,5640,4760
32,3612,3220,3388
64,2320,2820,2160
128,1470,1428,1512
256,1040,1040,1100
512,714,728,728
1024,505,515,505
