n,1 feature(s),2 feature(s),3 feature(s)
2,0.18866733157302937,0.08881387591959977,0.17561928067515048
4,0.1849807935860148,0.02944189140294729,0.08860945055728676
8,0.17769324419018812,0.010559902557124202,0.031392095861407156
16,0.16954040247509766,0.004838674333409045,0.010838369108367175
32,0.1643364411548547,0.0025948675337657784,0.004486593125479323
64,0.161683035442368,0.0016568424311994886,0.002429602880756796
128,0.16024481918985048,0.0013213174949229828,0.00159827983166559
256,0.1594260779712475,0.001094682329857531,0.001154587293427218
512,0.15899585829001342,0.0009786085885898112,0.0009879037820709473
1024,0.15884010294438003,0.0008953695967858368,0.0008562794886321694
