n,time (min)
0,0.04683972583876716
1,0.03434466845459408
2,0.02481951547993554
3,0.01752519408861796
4,0.012445322473843893
5,0.009028146730528937
6,0.007224544088045756
7,0.007699470520019531
8,0.010829511086146036
9,0.02125559647878011
