n,time (min)
0,0.041786785456869334
1,0.037186026838090684
2,0.023801351520750257
3,0.017200994292895
4,0.013461803992589314
5,0.009929398960537381
6,0.00899783558315701
7,0.010436329245567321
8,0.017069537043571472
9,0.03688410891426934
