n,1 feature(s),2 feature(s)
2,0.18797587951029146,0.27180242042140224
4,0.18537930446602174,0.15992128152973176
8,0.17734499167592738,0.07759537146310043
16,0.16963580295635305,0.044258446302711536
32,0.16426219800183198,0.03219870993552488
64,0.16166438669740246,0.02697628014432752
128,0.16015135980639755,0.02460771354337906
256,0.15935523524942652,0.02332028644976314
512,0.1590212211769685,0.02267443380317285
1024,0.15886895017459507,0.0222922791446071
