n,time (min)
0,0.05199200881852044
1,0.03991882721583048
2,0.02762697411908044
3,0.022144156826866997
4,0.01526707973745134
5,0.012022268176078797
6,0.010151299635569254
7,0.012107814815309313
8,0.018635696570078533
9,0.041581991447342766
