n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.118953125,0.029484375,0.009640625
8,0.141015625,0.04783482142857143,0.027622767857142856
16,0.148484375,0.05925,0.04478125
32,0.15431919642857142,0.06685825892857143,0.05681919642857143
64,0.1566171875,0.07234765625,0.066375
128,0.15807198660714286,0.07508649553571428,0.07063616071428572
256,0.157724609375,0.07687109375,0.073234375
512,0.15809151785714284,0.077392578125,0.07437779017857143
1024,0.158658203125,0.0780439453125,0.0753955078125
