n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,13221
4,9840,16000,16000
8,8064,6832,9240
16,4160,5800,8000
32,3192,4928,2996
64,2280,2480,2080
128,1540,1736,1456
256,1020,1090,1090
512,707,735,714
1024,505,505,505
