n,1 feature(s),2 feature(s),3 feature(s)
2,15142,20792,22600
4,10320,16000,8160
8,5656,11144,7000
16,8000,8000,4080
32,3472,2940,3024
64,2200,2160,2220
128,1736,1428,1442
256,1030,1090,1020
512,707,707,714
1024,510,505,535
