n,1 feature(s),2 feature(s),3 feature(s)
2,2.2123893805309735e-05,0.0,0.0
4,0.11959375,0.0335,0.010984375
8,0.1406919642857143,0.05386160714285714,0.026238839285714285
16,0.1483125,0.067921875,0.043640625
32,0.15252232142857142,0.0759765625,0.056378348214285716
64,0.15642578125,0.082609375,0.06513671875
128,0.1575,0.08479073660714286,0.06957589285714286
256,0.15816015625,0.0865703125,0.07212890625
512,0.15790876116071428,0.08734235491071428,0.07343052455357142
1024,0.158267578125,0.0882861328125,0.074630859375
