n,time (min)
0,0.04857357581456502
1,0.034994542135132686
2,0.02401262124379476
3,0.01992950313621097
4,0.012850059005949233
5,0.009818442000283135
6,0.008634129365285237
7,0.010344784127341376
8,0.01736244002978007
9,0.038952462673187256
