n,1 feature(s),2 feature(s),3 feature(s)
2,16837,15368,14351
4,8080,11280,11840
8,6496,8120,11200
16,6600,5760,5560
32,3080,4956,4956
64,2160,2380,2220
128,1428,1764,1512
256,1050,1030,1030
512,707,707,707
1024,505,505,525
