n,1 feature(s),2 feature(s)
2,0.2530054304464195,0.4067263118777655
4,0.20476193237304688,0.27081275795990567
8,0.18029893023978277,0.18442306949593926
16,0.16963479434742648,0.1447178431919643
32,0.16451358915731668,0.12597926548549107
64,0.16196676949474298,0.11814109877784654
128,0.16028081154336735,0.11392827394629727
256,0.15979769837622548,0.1119097114789604
512,0.15941427271893346,0.11102733664126478
1024,0.1589895488410596,0.1103515625
