n,time (min)
0,0.04553628219498528
1,0.037705085939831205
2,0.024891866909133063
3,0.01747673902246687
4,0.013233578668700324
5,0.009882281488842435
6,0.008809445169236926
7,0.00988948451148139
8,0.0157597021261851
9,0.03459896445274353
