n,1 feature(s),2 feature(s),3 feature(s)
2,0.25183466704948987,0.1617448507971394,0.17101784021130575
4,0.20698422241210937,0.13501421457313628,0.14621612213470123
8,0.1806123328237545,0.10939497514204545,0.12091299874441964
16,0.16957305332399764,0.09092490234375,0.09963994140625
32,0.16440397531186676,0.0804660312236361,0.08574798115591795
64,0.16151601753982844,0.07477150941506411,0.07734303891080097
128,0.16021550743325244,0.07162381873748332,0.07228702207493427
256,0.15924153645833333,0.06966145833333333,0.06936082106370192
512,0.15885279893207283,0.06849390146683673,0.0677405441104194
1024,0.15874267578125,0.0680609375,0.0672576474471831
