n,1 feature(s),2 feature(s),3 feature(s)
2,16046,18193,16385
4,8720,14880,16000
8,8848,6552,6832
16,5120,4800,7120
32,2996,5152,2912
64,2220,3720,2040
128,1554,1722,1792
256,1030,1080,1060
512,707,728,714
1024,505,510,505
