n,time (min)
0,0.049832044707404245
1,0.0362097919649548
2,0.025351186858283147
3,0.01751375476519267
4,0.012157574494679768
5,0.009790578683217366
6,0.008045979208416409
7,0.00846839427947998
8,0.012558277050654093
9,0.026875858704249064
