n,1 feature(s),2 feature(s),3 feature(s)
2,0.25311808628318583,0.1639471705613938,0.0764798837296257
4,0.20637971008715986,0.13573177562040442,0.0365322360744724
8,0.18142174030172414,0.11011180965581797,0.02050591949233435
16,0.16985987974016853,0.09160703855140187,0.012767863723466982
32,0.1647050078758232,0.08056094215029762,0.008191543126684636
64,0.16168003627232144,0.07475256541418651,0.005782103307038835
128,0.1603095782092318,0.07151268710609243,0.0044527637715242345
256,0.15947309614301802,0.06967447916666666,0.0036788504464285716
512,0.15887493498613037,0.06875121312111801,0.0033454788165266105
1024,0.15877151489257812,0.0684188179347826,0.0029267868193069307
