n,time (min)
0,0.045269112123383415
1,0.03620060079627567
2,0.02374199820889367
3,0.018471928437550862
4,0.012473620374997456
5,0.009563101596302456
6,0.008243774043189154
7,0.009393494062953525
8,0.015200201935238309
9,0.03399673839410146
