n,time (min)
0,0.027381241255336336
1,0.026522542039553326
2,0.016265494028727213
3,0.012360960245132446
4,0.00880715568860372
5,0.00705627613597446
6,0.005719002816412184
7,0.0063201581769519385
8,0.009292348093456693
9,0.019608668353822495
