n,1 feature(s),2 feature(s),3 feature(s)
2,0.18807245885672702,0.15030447864787994,0.14185424071255487
4,0.18503595480521753,0.1398177382068003,0.02695884324890628
8,0.17825997314471528,0.12026127134322685,0.001094525643902947
16,0.1696520361195446,0.10188566610490395,8.005068091545202e-08
32,0.16446720083362582,0.09184173574780327,9.147118843444765e-11
64,0.16167618336836115,0.08556256944625773,4.1111228832654313e-16
128,0.16017919803577105,0.08230934724368309,1.1777471972685536e-19
256,0.15939662274877775,0.08053645953851221,0.0
512,0.15900008315763736,0.0795523235177314,0.0
1024,0.15881609043932418,0.07912311935175306,0.0
