n,1 feature(s),2 feature(s),3 feature(s)
2,0.18829091336027454,0.14358818662733683,0.11093749201158529
4,0.18546302463989744,0.12937976268645252,0.09545274878078515
8,0.1779125479422825,0.10839055249829574,0.0796747325090486
16,0.17004551076499688,0.09092713199609494,0.06374288283678049
32,0.1645292225546838,0.08047407909869864,0.05253358626248968
64,0.16169305886359678,0.07471953446207166,0.045123848087882376
128,0.16020171226273378,0.07158403004285846,0.041098283955316284
256,0.15945675297027298,0.06978482533108608,0.03875716934926337
512,0.15902386373275146,0.06890863346201904,0.0376547275226598
1024,0.15884898494007865,0.06846294706412206,0.036993203662952
