n,time (min)
0,2.683364423116048
1,1.9362490733464561
2,1.3519464214642845
3,0.97032599846522
4,0.6936501383781433
5,0.5788312355677286
6,0.5305669824282329
7,0.693480388323466
8,1.1658937017122906
9,2.7453366359074907
10,10.685219271977742
