n,1 feature(s),2 feature(s)
2,12091,16272
4,13840,13120
8,6272,9688
16,4840,4120
32,3220,3724
64,2520,2880
128,1428,1806
256,1030,1090
512,749,756
1024,505,505
2048,505,505
