n,1 feature(s),2 feature(s)
2,0.0,0.0
4,0.119046875,0.0585625
8,0.14015625,0.10439732142857143
16,0.1481953125,0.129734375
32,0.15250558035714284,0.14329799107142857
64,0.1552265625,0.15037109375
128,0.15773158482142857,0.15474051339285713
256,0.158109375,0.156306640625
512,0.15779157366071428,0.1567661830357143
1024,0.1584345703125,0.157625
2048,0.15856201171875,0.15792529296875
