n,1 feature(s),2 feature(s),3 feature(s)
2,0.2528291223214693,0.17234807107300884,0.22728051829830384
4,0.206435791015625,0.14593158992913252,0.16463451720120614
8,0.18062051912633384,0.12048238587269586,0.1236734401518226
16,0.17001667913989485,0.10207390513846545,0.09439227764423076
32,0.16463692801339286,0.09174190183886054,0.07753417372557997
64,0.16182141985212053,0.08557426638719512,0.06750754616477272
128,0.16045699465749413,0.08238771936576354,0.06246568987732288
256,0.15938511439732142,0.08052593609234235,0.059734513274336286
512,0.15868327951629682,0.07969774518694196,0.058317764945652176
1024,0.15849522181919642,0.07919082641601563,0.05768037683823529
