n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,13221
4,9840,16000,16000
8,8064,6832,11200
16,4160,5800,5360
32,3192,4928,3164
64,2280,2480,2460
128,1540,1736,1554
256,1020,1090,1130
512,707,735,756
1024,505,505,525
