n,time (min)
0,0.04814655085404714
1,0.03741040931807624
2,0.024208160903718738
3,0.020707652303907607
4,0.012966681520144146
5,0.010487497515148587
6,0.008368285629484388
7,0.009606646100680034
8,0.015900965134302777
9,0.035214793682098386
