n,time (min)
0,0.04443963328997294
1,0.038785143229696485
2,0.02521600498093499
3,0.018950601286358303
4,0.013105479213926527
5,0.010765550070338779
6,0.009842563735114204
7,0.012046103941069709
8,0.01842538959450192
9,0.0418104397588306
