n,time (min)
0,0.05264544712172614
1,0.04031806859705183
2,0.02728193269835578
3,0.01917042937543657
4,0.01452830175558726
5,0.010960747864511278
6,0.009360904428693983
7,0.009421137902471755
8,0.015445079406102498
9,0.03333572096294827
