n,1 feature(s),2 feature(s),3 feature(s)
2,0.2523690282771018,0.17335950463219027,0.19912567408738938
4,0.20569943256259704,0.14615682983398437,0.10891925048828124
8,0.18089784001299034,0.12106612948228687,0.06577794012757214
16,0.16979033568195093,0.10292703379755434,0.043804931640625
32,0.16456445859593838,0.0920269522249424,0.03094885852545309
64,0.16169622850048448,0.0857095593603972,0.02463184457964602
128,0.1602014540103751,0.08233341912330665,0.021091694734534438
256,0.15928767277644232,0.08042410714285714,0.01925763654279279
512,0.15885689270320197,0.07948497152093596,0.018352330489745404
1024,0.15849319306930693,0.07915666852678571,0.017728439031862744
