n,1 feature(s),2 feature(s),3 feature(s)
2,0.1882096978337357,0.160835264524657,0.20066340604394856
4,0.18521422345397506,0.15495681530468156,0.17816080918755553
8,0.177320206215266,0.1388759267384773,0.15153779859403776
16,0.16974862487123704,0.12189813564163536,0.12331945798035976
32,0.16464242024209974,0.11096172170121811,0.1043476554519065
64,0.16161290924076732,0.10510015788814153,0.09403165720613597
128,0.1602357466046894,0.10198738210137276,0.08887881416764716
256,0.15941617933816024,0.10018880233597337,0.08599260589591896
512,0.15904237964120158,0.09922317340991357,0.08447363956824948
1024,0.15883553972241013,0.0988130186785528,0.08381942055586465
