n,1 feature(s),2 feature(s),3 feature(s)
2,13221,14351,22600
4,10640,12160,15520
8,5656,8848,6216
16,8000,6240,8000
32,3248,2884,3024
64,2200,2180,2160
128,2072,1442,1512
256,1050,1100,1120
512,707,707,707
1024,505,540,525
