n,1 feature(s),2 feature(s),3 feature(s)
2,0.1894478665132264,0.14778756609178123,0.13895107999789952
4,0.18347959953390156,0.12869516455426788,0.12527439409783697
8,0.17752146015505904,0.10845955433755955,0.11115822101390453
16,0.16800609649816206,0.09172396007205122,0.09501641843395006
32,0.16374573635526088,0.08124745404736267,0.08059693958276293
