n,1 feature(s),2 feature(s),3 feature(s)
2,0.2513556330691599,0.1716838357300885,0.2440160811760814
4,0.20542617797851562,0.1449344482421875,0.18852490234375
8,0.17982916249260433,0.11984729766845703,0.14589787542890348
16,0.16959931640625,0.10197533779456967,0.11408231552333048
32,0.16462019378063725,0.09166882573341836,0.09592279530889977
64,0.16172210973337156,0.08536170054290254,0.08523959992038217
128,0.16036581667313665,0.0820417884442446,0.08000099265968406
256,0.15958930121527778,0.0803080060840708,0.07696558459051724
512,0.15909354775886864,0.07947735682110682,0.07541565837783712
1024,0.15899855090725806,0.07911491119604316,0.07481482163915094
